Company,Type,Rating,Location,Number,Portfolio,Website,Directions Link,Directions,Sitio_Final,Email_Extraido,Direccion_Extraida,Portfolio_Link,Procesado_En
CTA Roofing & Waterproofing, Roofing contractor,5.0,"Newark, DE, United States", +1 302-454-8551,"""These guys are the BEST!""",https://ctaroofing.com,"https://www.google.com/maps/dir//CTA+Roofing+%26+Waterproofing,+91+Blue+Hen+Dr,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9eb7a73669f:0x85ccc2f2f0408765?sa=X&ved=1t:57443&ictx=111",Directions,https://ctaroofing.com,info@ctaexteriors.com,"91 Blue Hen Dr, Newark, DE 19713",N/A,9.67s
Pro Contractors, Contractor,3.0,#VALUE!, +1 302-894-2611,,https://procontractorsde.com,,,https://procontractorsde.com,N/A,N/A,N/A,4.22s
"Romano Masonry, Inc.", Masonry contractor,4.2,"Newark, DE, United States", +1 302-368-4155,"""Great construction business""",http://www.romanomasonry.com,"https://www.google.com/maps/dir//Romano+Masonry,+Inc.,+322+Markus+Ct,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a96c7622dafb:0xfadedb5899377af9?sa=X&ved=1t:57443&ictx=111",Directions,http://www.romanomasonry.com,info@romanomasonry.com,N/A,N/A,11.05s
RP TILE, Tile contractor,5.0,#VALUE!, +1 302-766-3410,"""Very knowledgeable and extremely helpful!""",0,"https://www.google.com/maps/dir//RP+TILE,+0+Lynam+Lookout+Dr,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x662c0d7248bca569:0x128b96b8e3fad08f?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.93s
Fixie Roofs, Roofing contractor,4.9,#VALUE!, +1 669-231-0718,"""They are professionals who deliver good work at a reasonable cost.""",https://fixie-roofs.ueniweb.com,,,https://fixie-roofs.ueniweb.com,markstave4433@gmail.com,N/A,N/A,13.59s
Rew’s Delivery & Hauling Services, Delivery service,5.0,"Newark, DE, United States", +1 302-723-3877,"""Great pricing and they show up on time.""",https://rewhaul.com,"https://www.google.com/maps/dir//Rew%E2%80%99s+Delivery+%26+Hauling+Services,+30+Heather+Rd,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c707c9deb7cce5:0x79f2d2d97e2fffb5?sa=X&ved=1t:57443&ictx=111",Directions,https://rewhaul.com,N/A,N/A,N/A,7.27s
Renewal by Andersen Window Replacement, Window installation service,4.9,"Newark, DE, United States", +1 267-845-9204,"""They were so great, finished in one day, cleaned up perfectly.""",https://renewalbyandersenreplacement.com,"https://www.google.com/maps/dir//Renewal+by+Andersen+Window+Replacement,+179+W+Chestnut+Hill+Rd+Suite+7,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a99687e8a585:0x72926707d0622985?sa=X&ved=1t:57443&ictx=111",Directions,https://renewalbyandersenreplacement.com,N/A,N/A,N/A,4.46s
Rock Diamond Paving, Concrete contractor,4.9,#VALUE!, +1 302-546-5058,"""Their work was timely, professional and all-around excellent.""",http://rockdiamondpaving.com,,,http://rockdiamondpaving.com,N/A,N/A,N/A,6.25s
Germans’ Professional Services, Landscaper,5.0,#VALUE!, +1 302-420-6301,"""Their work transformed our home.""",https://germanspro.com,"https://www.google.com/maps/dir//Germans%E2%80%99+Professional+Services,+90+E+Main+St,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7ab33053a2b51:0x84a3c0d636affd81?sa=X&ved=1t:57443&ictx=111",Directions,https://germanspro.com,N/A,N/A,https://germanspro.com/gallery/,10.67s
Bath Fitter, Bathroom remodeler,4.7,"Newark, DE, United States", +1 844-915-1086,"""The job was started on a Wednesday and completed the next day.""",https://www.bath-fitter.com,"https://www.google.com/maps/dir//Bath+Fitter,+250+Corporate+Blvd,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a85b86ae8091:0xadd8777405e441b2?sa=X&ved=1t:57443&ictx=111",Directions,https://www.bath-fitter.com,N/A,N/A,https://www.bath-fitter.com/gallery,13.83s
Wegman Brothers, Heating contractor,4.7,"Newark, DE, United States",+1 302-738-4328,"""Price was very good considering the number and type of projects completed.""",http://www.wegmanbrothers.com,"https://www.google.com/maps/dir//Wegman+Brothers,+2612+Ogletown+Rd,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c700a105f864d1:0x8f830f7b8c8e315a?sa=X&ved=1t:57443&ictx=111",Directions,http://www.wegmanbrothers.com,N/A,N/A,N/A,8.75s
Sotelo Landscaping and Hardscaping LLC, Landscaper,4.7,"Newark, DE, United States", +1 302-339-2862,"""The construction was done in a timely manner with great attention to detail.""",https://www.sotelolandscapingllc.com,"https://www.google.com/maps/dir//Sotelo+Landscaping+and+Hardscaping+LLC,+2464+Sunset+Lake+Rd,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a95449f620cf:0x1164e49b2c17a085?sa=X&ved=1t:57443&ictx=111",Directions,https://www.sotelolandscapingllc.com,john@example.com,N/A,https://www.sotelolandscapingllc.com/gallery,9.74s
ICG Landscaping, Landscaper,4.8,#VALUE!, +1 302-463-0593,"""Work done well at fair prices""",https://www.icglandscaping.com,"https://www.google.com/maps/dir//ICG+Landscaping,+28+Decker+Dr,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0xc90d93c98a88ff:0x4acc8c8a5cccfdef?sa=X&ved=1t:57443&ictx=111",Directions,https://www.icglandscaping.com,contact@icglandscaping.com,N/A,N/A,8.7s
Nickle Electrical Companies, Electrician,4.0,"Newark, DE, United States", +1 302-453-4000,,0,"https://www.google.com/maps/dir//Nickle+Electrical+Companies,+125+Ruthar+Dr,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c70096323fe4d1:0xb04993ef9df052f9?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.99s
H K Griffith Inc Roofing Contractor, Roofing contractor,3.2,"Newark, DE, United States", +1 302-368-4635,"""Great group of guys work here pleasure to deal with""",https://www.hkgriffith.com,"https://www.google.com/maps/dir//H+K+Griffith+Inc+Roofing+Contractor,+115+Happy+Ln,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c70092ff23a417:0xf024638dbb6270ee?sa=X&ved=1t:57443&ictx=111",Directions,https://www.hkgriffith.com,roof@hkgriffith.com,"115 Happy Lane, Newark, DE 19711",N/A,9.44s
FM Remodeling Contracting, Remodeler,5.0,,+1 302-497-3992,"""​He has high standards, great work ethics​, and produces high quality work.""",https://fmremodelingcontracting.com,,,https://fmremodelingcontracting.com,dave@lab6.com,N/A,https://fmremodelingcontracting.com/gallery-1,6.43s
"T.A Cochran and Son, Inc - HVAC and Plumbing in Newark, DE.", General contractor,4.5,"Newark, DE, United States", +1 302-656-6054,"""They cleaned up and the job was done,""",http://cochranandson.com,"https://www.google.com/maps/dir//T.A+Cochran+and+Son,+Inc+-+HVAC+and+Plumbing+in+Newark,+DE.,+1917+Capitol+Tr,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7039d4f298f4b:0x527ef5442ed4377d?sa=X&ved=1t:57443&ictx=111",Directions,http://cochranandson.com,N/A,N/A,N/A,13.0s
STAK METALS, Sheet metal contractor,5.0,"Newark, DE, United States", +1 302-369-5557,,0,"https://www.google.com/maps/dir//STAK+METALS,+122+Sandy+Dr+%23+D,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a96db11ed23b:0xf4112b2a4e760ebc?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.21s
"Five Star Painting of Wilmington, DE", Painter,4.9,"Newark, DE, United States", +1 302-691-9281,"""They were always on time, polite, super clean in their work, and fast.""",https://www.fivestarpainting.com,"https://www.google.com/maps/dir//Five+Star+Painting+of+Wilmington,+DE,+5+Beacon+Ln,+Newark,+DE+19711,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7aab520571d37:0xc76fade38f7e6764?sa=X&ved=1t:57443&ictx=111",Directions,https://www.fivestarpainting.com,N/A,N/A,N/A,6.44s
Atlantic Mechanical LLC, Mechanical contractor,5.0,"Newark, DE, United States", +1 302-455-1466,,0,"https://www.google.com/maps/dir//Atlantic+Mechanical+LLC,+53+Mc+Millan+Way,+Newark,+DE+19713,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9eeb7018cdb:0x4399e3b1483464da?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.92s
Superior Fence & Rail, Fence contractor,4.9,"Newark, DE, United States", +1 302-985-5151,"""Great work, quick lead and work time, very reasonably priced.""",https://www.superiorfenceandrail.com,"https://www.google.com/maps/dir//Superior+Fence+%26+Rail,+54+Albe+Dr,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a96067a3ee79:0xbc17f8be74e4f149?sa=X&ved=1t:57443&ictx=111",Directions,https://www.superiorfenceandrail.com,oc@superiorfenceandrail.com,N/A,https://www.superiorfenceandrail.com/portland-metro/,11.05s
Merit Mechanical Co Inc, General contractor,1.0,"Newark, DE, United States",+1 302-366-8601,,0,"https://www.google.com/maps/dir//Merit+Mechanical+Co+Inc,+39+Albe+Dr,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9e1db19bf9b:0x7ad447bb45d18797?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.01s
Delaware Construction Services, General contractor,4.9,"Newark, DE, United States", +1 302-379-5808,"""I recently hired Delaware  Services.""",https://delawareconstructionservices.com,"https://www.google.com/maps/dir//Delaware+Construction+Services,+58+Albe+Dr,+Newark,+DE+19702,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a9e1ff129feb:0x572fcaebcdecf278?sa=X&ved=1t:57443&ictx=111",Directions,https://delawareconstructionservices.com,dcsaccpay@gmail.com,N/A,https://delawareconstructionservices.com/#gallery,12.88s
Davis Renos Home Renovations, General contractor,5.0,#VALUE!, +1 302-319-3369,"""They finished our 1400 sq ft basement and made all of our dreams come true.""",http://www.davisrenos.com,,,http://www.davisrenos.com,admin@davisrenos.com,N/A,N/A,9.84s
PJ Fitzpatrick, Contractor,4.8,"New Castle, DE, United States", +1 866-858-5928,"""I truly recommend PJ Fitzpatrick for all residential  needs.""",https://www.pjfitz.com,"https://www.google.com/maps/dir//PJ+Fitzpatrick,+21+Industrial+Blvd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702fee3826fa7:0x8a62ff42ff49dcdf?sa=X&ved=1t:57443&ictx=111",Directions,https://www.pjfitz.com,N/A,"21 Industrial Blvd. New Castle, DE 19720",https://www.pjfitz.com/existing-customer-support/,11.49s
DeLuca Construction Company, General contractor,5.0,#VALUE!, +1 610-357-5984,"""We contacted several  in our area for a deck replacement.""",http://www.delucaconstructionco.com,,,http://www.delucaconstructionco.com,info@delucaconstructionco.com,N/A,N/A,10.74s
Signature Construction and Design, Construction company,5.0,"New Castle, DE, United States", +1 302-691-1010,,https://www.signatureconstructionanddesign.com,"https://www.google.com/maps/dir//Signature+Construction+and+Design,+3029+Bowlarama+Dr,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702e97efedf53:0xab494ebaee1bcbf5?sa=X&ved=1t:57443&ictx=111",Directions,https://www.signatureconstructionanddesign.com,N/A,N/A,N/A,11.35s
Castle Construction Inc, Concrete contractor,3.7,"New Castle, DE, United States", +1 302-326-3600,,0,"https://www.google.com/maps/dir//Castle+Construction+Inc,+185+Old+Churchmans+Rd+A,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c703e0437a73bb:0xba9a8b680c941939?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.35s
New Era Remodeling, Construction company,5.0,#VALUE!, +1 267-469-5022,"""Don't think twice, call them and schedule your job today!""",https://neweraremod.com,,,https://neweraremod.com,N/A,N/A,N/A,9.95s
Breslin Contracting Inc., General contractor,4.7,"New Castle, DE, United States", +1 302-322-0320,"""I now have a new door, new stairs and a dry basement.""",http://www.breslincorp.com,"https://www.google.com/maps/dir//Breslin+Contracting+Inc.,+18+King+Ct,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c70161410c8e07:0x80d49e82abd69718?sa=X&ved=1t:57443&ictx=111",Directions,http://www.breslincorp.com,info@breslincorp.com,"18 King Court, New Castle, DE 19720",N/A,11.81s
Blas Home Remodeling LLC, General contractor,5.0,#VALUE!, +1 302-620-4547,,https://blashomeremodeling.com,,,https://blashomeremodeling.com,blashomeremodeling@outlook.com,N/A,https://blashomeremodeling.com/portfolio,14.24s
TBS Construction LLC, Stucco contractor,5.0,"New Castle, DE, United States", +1 302-650-3620,"""Their expertise in stucco remediation was evident.""",0,"https://www.google.com/maps/dir//TBS+Construction+LLC,+304+Jefferson+Ave,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c703b2b239d0a7:0xa4b54e47edbe0941?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.03s
Orjam Construction, Contractor,5.0,"New Castle, DE, United States", +1 302-482-5016,,http://www.orjamconstruction.com,"https://www.google.com/maps/dir//Orjam+Construction,+706+W+7th+St,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c701e16f4714df:0x9f6b4d5e7e889c37?sa=X&ved=1t:57443&ictx=111",Directions,http://www.orjamconstruction.com,team@latofonts.com,N/A,https://orjamconstruction.com/gallery,10.13s
Brandywine Construction Co Inc, General contractor,4.3,"New Castle, DE, United States",+1 302-571-9773,,https://bccico.com,"https://www.google.com/maps/dir//Brandywine+Construction+Co+Inc,+101+Pigeon+Point+Rd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702b6706ee135:0x9a01622052feceef?sa=X&ved=1t:57443&ictx=111",Directions,https://bccico.com,N/A,N/A,N/A,43.68s
K&R Construction Delaware, General contractor,4.3,#VALUE!, +1 302-404-0759,"""I just contracted with them to finish our basement.""",http://krconstructiondelaware.com,,,http://krconstructiondelaware.com,N/A,N/A,N/A,6.67s
Hector's Construction, Construction company,5.0,,+1 302-416-1772,,https://hectorsconstructionllc.com,,,https://hectorsconstructionllc.com,N/A,N/A,N/A,4.44s
Foody's Construction Company LLC, Construction company,5.0,,+1 321-758-0453,"""I will be contacting him to remodel my bathrooms and deck.""",0,,,https://0,N/A,N/A,N/A,3.89s
Guardian Construction Co., Construction company,3.9,"New Castle, DE, United States",+1 302-834-1000,,http://www.guardianco.com,"https://www.google.com/maps/dir//Guardian+Construction+Co.,+1617+Matassino+Rd+X+Parcel,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c70299756ce75f:0x5c40d85c6a14b443?sa=X&ved=1t:57443&ictx=111",Directions,http://www.guardianco.com,gcc@guardianco.com,"1000, 1617 Matassino Road, New Castle, DE 19720",N/A,12.23s
CB Home Improvements, General contractor,4.9,#VALUE!, +1 484-401-8232,"""If you are looking for a  please reach out to Chris!""",http://cbimprovements.com,,,http://cbimprovements.com,c.basilio@cbimprovements.com,N/A,https://www.cbimprovements.com/gallery/,13.36s
"D&J Home Improvements, LLC.", Kitchen remodeler,5.0,"New Castle, DE, United States", +1 302-463-5069,"""I have worked with Dave on numerous kitchen and bath projects.""",https://www.facebook.com,"https://www.google.com/maps/dir//D%26J+Home+Improvements,+LLC.,+2+E+Weatherly+Rd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c706a1c60610c1:0xb02e903288201b43?sa=X&ved=1t:57443&ictx=111",Directions,https://www.facebook.com,N/A,N/A,N/A,9.03s
Little projects llc, Construction company,5.0,#VALUE!, +1 302-883-7743,"""If you need any carpentry work done, call them.""",0,,,https://0,N/A,N/A,N/A,3.83s
Avenue Medical Construction, General contractor,4.5,"New Castle, DE, United States", +1 302-419-7792,"""He is a true hands on  who is on the job almost everyday.""",http://avenuemedicalconstruction.com,"https://www.google.com/maps/dir//Avenue+Medical+Construction,+42+Reads+Way,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c77cca996a1afb:0x80411208de20ddca?sa=X&ved=1t:57443&ictx=111",Directions,http://avenuemedicalconstruction.com,N/A,N/A,https://www.wix.com/support/html5/,10.07s
Legacy contractors LLC, Contractor,5.0,#VALUE!, +1 302-513-3194,,0,,,https://0,N/A,N/A,N/A,3.86s
Honesty Construction, Construction company,5.0,#VALUE!, +1 267-972-9392,,http://honestyconstruction.co/,,,http://honestyconstruction.co/,lshonesty@gmail.com,N/A,https://honestyconstruction.co/gallery/,9.75s
LIAM Services, HVAC contractor,5.0,"New Castle, DE, United States", +1 302-202-9742,,https://liamsvcs.com,"https://www.google.com/maps/dir//LIAM+Services,+292+Churchmans+Rd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c703d2cf63d6c3:0xc9a70a0498cb79ba?sa=X&ved=1t:57443&ictx=111",Directions,https://liamsvcs.com,N/A,N/A,N/A,9.78s
E & M Prime Construction Inc, Contractor,5.0,#VALUE!,,"""E&M Prime construction did a fantastic job redoing our kitchen!""",https://www.emprimeconstructioninc.com,,,https://www.emprimeconstructioninc.com,N/A,N/A,N/A,4.07s
Brandywine Contractors Inc, General contractor,4.0,"New Castle, DE, United States", +1 302-325-2700,,https://www.bci-online.com,"https://www.google.com/maps/dir//Brandywine+Contractors+Inc,+34+Industrial+Blvd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702fe9129bb63:0x49260b921ceba6eb?sa=X&ved=1t:57443&ictx=111",Directions,https://www.bci-online.com,N/A,"34 Industrial Blvd, New Castle, DE 19720",N/A,8.04s
Case Construction, General contractor,3.5,"New Castle, DE, United States", +1 302-322-1330,,0,"https://www.google.com/maps/dir//Case+Construction,+807+Washington+St,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7039d4f298f4b:0x88631e8567ec3aef?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,3.99s
L.L. renovation, Contractor,5.0,#VALUE!, +1 302-250-6449,,http://llrenovation.com,,,http://llrenovation.com,filler@godaddy.com,N/A,N/A,11.84s
"Sandcastle Home Improvements, LLC", Construction company,4.4,#VALUE!, +1 443-944-6777,"""Gary and his crew performed great work for us at a fair price.""",https://www.sandcastlehomeimprovements.com,,,https://www.sandcastlehomeimprovements.com,sandcastlehome.gary@gmail.com,N/A,https://www.sandcastlehomeimprovements.com/gallery,7.58s
"F.H. Furr Plumbing, Heating, Air Conditioning & Electrical", HVAC contractor,4.8,"New Castle, DE, United States", +1 302-947-8694,,https://www.fhfurr.com,"https://www.google.com/maps/dir//F.H.+Furr+Plumbing,+Heating,+Air+Conditioning+%26+Electrical,+21A+Industrial+Blvd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7a6df425c01d7:0xdc0241fcb5f830e?sa=X&ved=1t:57443&ictx=111",Directions,https://www.fhfurr.com,info@fhfurr.com,N/A,N/A,25.04s
"J&L Building Materials, Inc.", Building materials supplier,4.6,#VALUE!, +1 302-504-0350,,https://www.jlbuilding.com,"https://www.google.com/maps/dir//J%26L+Building+Materials,+Inc.,+59+Lukens+Dr,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702e001a9fe97:0xdf4b298e2c0f4ac4?sa=X&ved=1t:57443&ictx=111",Directions,https://www.jlbuilding.com,N/A,N/A,https://www.jlbuilding.com/customer-portal/,14.72s
Leyva's Concrete & Landscaping, Concrete contractor,4.7,"New Castle, DE, United States", +1 302-507-2300,,http://leyvasconcreteandlandscaping.com,"https://www.google.com/maps/dir//Leyva's+Concrete+%26+Landscaping,+14+S+Independence+Blvd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c703b6ddca4503:0xdf23b2b6046a3e40?sa=X&ved=1t:57443&ictx=111",Directions,http://leyvasconcreteandlandscaping.com,N/A,N/A,N/A,4.65s
"Battaglia Electric, Inc.", Contractor,4.7,"New Castle, DE, United States", +1 302-325-6100,,https://battag.com,"https://www.google.com/maps/dir//Battaglia+Electric,+Inc.,+11+Industrial+Blvd,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c702ffaaedaef5:0x6e662f2f42ee5743?sa=X&ved=1t:57443&ictx=111",Directions,https://battag.com,N/A,N/A,N/A,7.22s
RICH & SON LLC, General contractor,3.7,#VALUE!, +1 302-887-0349,,0,,,https://0,N/A,N/A,N/A,5.06s
J J White Inc, General contractor,4.5,"New Castle, DE, United States", +1 302-322-8530,,0,"https://www.google.com/maps/dir//J+J+White+Inc,+736+Grantham+Ln,+New+Castle,+DE+19720,+United+States/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x89c7040bb4edb111:0xe8828933304b48b7?sa=X&ved=1t:57443&ictx=111",Directions,https://0,N/A,N/A,N/A,4.2s
